20231130|09|2D01ST|-48686192042.08|1|
20231231|09|2D01ST|-37887282807.36|1|
20231031|09|2D01ST|-1547810432.96|1|
20231130|09|2D0401|-188797715.30|1|
20231231|09|2D0401|-100125336.06|1|
20231130|09|2D0403|-18174424.27|1|
20231031|09|2D0401|-13636731.76|1|
20231031|09|2D0403|-4059931.12|1|
20231231|09|2D0403|-1659171.64|1|
20231031|09|2D0402|11010397.76|1|
20231231|09|2D0404|48953388.44|1|
20231231|09|2D0402|65676313.08|1|
20231130|09|2D0402|80563842.40|1|
20231031|09|2D0404|105794763.24|1|
20231130|09|2D0404|177293205.67|1|
20231031|09|2D0301|848922435.04|1|
20231231|09|2D0301|3502363568.83|1|
20231130|09|2D0301|4432036382.72|1|
