20139491077|E001|00001074|07/12/2023|23.51|01|E001|287|04/12/2023|169.92|
20139491077|E001|00001074|07/12/2023|23.51|01|E001|286|04/12/2023|613.6|
20139491077|E001|00001075|07/12/2023|397.54|01|E001|461|04/12/2023|13251.4|
20139491077|E001|00001076|15/12/2023|220.29|01|F001|19813|18/12/2023|7342.9|
20139491077|E001|00001077|15/12/2023|60.89|01|E001|295|17/12/2023|2029.6|
20139491077|E001|00001078|15/12/2023|24.9|01|E001|154|15/12/2023|385|
20139491077|E001|00001078|15/12/2023|24.9|01|E001|155|15/12/2023|445|
20139491077|E001|00001079|15/12/2023|232.28|01|F007|12309|18/12/2023|429.48|
20139491077|E001|00001079|15/12/2023|232.28|01|F007|12304|18/12/2023|1100.69|
20139491077|E001|00001079|15/12/2023|232.28|01|F007|12308|18/12/2023|3224.95|
20139491077|E001|00001079|15/12/2023|232.28|01|F007|12305|18/12/2023|2378.3|
20139491077|E001|00001079|15/12/2023|232.28|01|F007|12306|18/12/2023|2749.47|
20139491077|E001|00001082|22/12/2023|38.37|01|E001|1740|15/12/2023|1263.62|
