20231100|35648|M35648|11/11/2023|91|0|9144878|836.62|0.00|836.62|46|1662||1062845505|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231100|35408|M35408|20/11/2023|91|0|6785316428252628|439.82|0.00|439.82|46|1662||1062846898|0.00|PEN|1.000|9375|META PLATFORMS IRELAND LIMITED||ND000000006||||||0.00|||0.00|00|||||0|
20231100|35522|M35522|20/11/2023|91|0|6819053274878951|185.78|0.00|185.78|46|1662||1062671640|0.00|PEN|1.000|9375|META PLATFORMS IRELAND LIMITED||ND000000006||||||0.00|||0.00|00|||||0|
20231100|35646|M35646|10/11/2023|91|0|9142415|80|0.00|80|46|1662||1062654764|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231100|34259|M34259|16/11/2023|91|INV|227635910|56.59|0.00|56.59|46|1662||1062640051|0.00|USD|3.775|9249|ZOOM VIDEO COMMUNICATIONS INC.||ND000005799620||||||0.00|||0.00|00|||||0|
20231100|36240|M36240|28/11/2023|91|0|64603|671.18|0.00|671.18|46|1662||1063947160|0.00|USD|3.729|9249|ICONSCOUT||ND000000B20||||||0.00|||0.00|00|||||0|
20231100|35389|M35389|20/10/2023|91|0|13645908|28.28|0.00|28.28|46|1662||1061362849|0.00|PEN|1.000|9375|META PLATFORMS IRELAND LIMITED||ND000000006||||||0.00|||0.00|00|||||0|
20231100|36130|M36130|24/11/2023|91|EC99ABFF|38|108.49|0.00|108.49|46|1662||1063762258|0.00|USD|3.741|9249|RIVERSIDE.FM||ND000000039||||||0.00|||0.00|00|||||0|
20231100|35778|M35778|25/11/2023|91|0|9160546|400.04|0.00|400.04|46|1662||1063950814|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231100|35799|M35799|24/11/2023|91|0|9654617264|113.65|0.00|113.65|46|1662||1063762234|0.00|PEN|1.000|9249|LINKEDIN CORPORATION||ND00000027||||||0.00|||0.00|00|||||0|
20231100|35275|M35275|28/11/2023|91|0|MUUS20231933147|200|0.00|200|46|1662||1063947577|0.00|PEN|1.000|9249|TIKTOK INC.||NDCON730360||||||0.00|||0.00|00|||||0|
20231100|35917|M35917|07/11/2023|91|BB52AD16|30|184.49|0.00|184.49|46|1662||1061364013|0.00|USD|3.765|9249|STREAMYARD, INC.||NDBB52AD16||||||0.00|||0.00|00|||||0|
20231100|35791|M35791|16/11/2023|91|0|9624991634|132.68|0.00|132.68|46|1662||1063762218|0.00|PEN|1.000|9249|LINKEDIN CORPORATION||ND00000027||||||0.00|||0.00|00|||||0|
20231100|35782|M35782|09/11/2023|91|0|9603861324|190.53|0.00|190.53|46|1662||1061364500|0.00|PEN|1.000|9249|LINKEDIN CORPORATION||ND00000027||||||0.00|||0.00|00|||||0|
20231100|35400|M35400|17/11/2023|91|0|6767366760047600|3000|0.00|3000|46|1662||1062846135|0.00|PEN|1.000|9375|META PLATFORMS IRELAND LIMITED||ND000000006||||||0.00|||0.00|00|||||0|
20231100|35639|M35639|04/11/2023|91|0|8929561|40|0.00|40|46|1662||1061363866|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231100|35660|M35660|18/11/2023|91|0|9152477|604.13|0.00|604.13|46|1662||1062661728|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231100|35641|M35641|10/11/2023|91|C5054209|7|30|0.00|30|46|1662||1062844711|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
