20231200|65441|M65441|13/12/2023|91|0|477266|704.79|0.00|704.79|46|1662||1067378933|0.00|USD|3.778|9245|METRICOOL SOFTWARE, S.L.||NDESB87527115||||||0.00|||0.00|00|||||0|
20231200|65318|M65318|10/12/2023|91|C5054209|8|30|0.00|30|46|1662||1065344828|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231200|65299|M65299|01/12/2023|91|0|9676160424|42.72|0.00|42.72|46|1662||1064762815|0.00|PEN|1.000|9249|LINKEDIN CORPORATION||ND00000027||||||0.00|||0.00|00|||||0|
20231200|65406|M65406|13/12/2023|91|0|MUUS20232087696|400|0.00|400|46|1662||1067177678|0.00|PEN|1.000|9249|TIKTOK INC.||NDCON730360||||||0.00|||0.00|00|||||0|
20231200|65394|M65394|07/12/2023|91|BB52AD16|31|184.09|0.00|184.09|46|1662||1064762580|0.00|USD|3.757|9249|STREAMYARD, INC.||NDBB52AD16||||||0.00|||0.00|00|||||0|
20231200|65306|M65306|14/12/2023|91|0|9171644133|157.61|0.00|157.61|46|1662||1065375095|0.00|PEN|1.000|9249|LINKEDIN CORPORATION||ND00000027||||||0.00|||0.00|00|||||0|
20231200|65311|M65311|02/12/2023|91|0|9169968|519.7|0.00|519.7|46|1662||1064762790|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231200|65326|M65326|23/12/2023|91|0|9196049|480.45|0.00|480.45|46|1662||1067178344|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231200|65366|M65366|20/12/2023|91|0|6868223553295254|90.59|0.00|90.59|46|1662||1067177853|0.00|PEN|1.000|9375|META PLATFORMS IRELAND LIMITED||ND000000006||||||0.00|||0.00|00|||||0|
20231200|65376|M65376|20/12/2023|91|0|7088612034589738|1420.84|0.00|1420.84|46|1662||1067177905|0.00|PEN|1.000|9375|META PLATFORMS IRELAND LIMITED||ND000000006||||||0.00|||0.00|00|||||0|
20231200|65444|M65444|06/12/2023|91|INV|231836908|56.29|0.00|56.29|46|1662||1065375435|0.00|USD|3.755|9249|ZOOM VIDEO COMMUNICATIONS INC.||ND000005799620||||||0.00|||0.00|00|||||0|
20231200|65301|M65301|08/12/2023|91|0|9692457014|152.39|0.00|152.39|46|1662||1064762086|0.00|PEN|1.000|9249|LINKEDIN CORPORATION||ND00000027||||||0.00|||0.00|00|||||0|
20231200|65297|M65297|30/11/2023|91|0|9128761763|170.42|0.00|170.42|46|1662||1064762060|0.00|PEN|1.000|9249|LINKEDIN CORPORATION||ND00000027||||||0.00|||0.00|00|||||0|
20231200|65320|M65320|12/12/2023|91|0|9179785|318.55|0.00|318.55|46|1662||1065375093|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231200|65323|M65323|16/12/2023|91|0|9186330|679.24|0.00|679.24|46|1662||1065375312|0.00|PEN|1.000|9249|TWITTER, INC.||ND0000000250||||||0.00|||0.00|00|||||0|
20231200|65559|M65559|24/12/2023|91|EC99ABFF|39|107.01|0.00|107.01|46|1662||1067178143|0.00|USD|3.69|9249|RIVERSIDE.FM||ND000000039||||||0.00|||0.00|00|||||0|
20231200|65356|M65356|10/12/2023|91|0|6886367134814227|3000|0.00|3000|46|1662||1065345605|0.00|PEN|1.000|9375|META PLATFORMS IRELAND LIMITED||ND000000006||||||0.00|||0.00|00|||||0|
