1 Periodo,2 CUO,3 Numero correlativo del asiento,4 Codigo de la cuenta contable,5 Codigo de Unidad de Operación,6 Centro de Costo,7 Tipo de Moneda de Origen,8 Tipo de documento de identidad del emisor,9 Numero de documento de identidad del emisor,10 Tipo de Comprobante,11 Numero de Serie del comprobante de Pago,12 Numero de compronbante de pago,13 Fecha Contable,14 Fecha de Vencimiento,15 Fecha de la operación o emision,16 Glosa o descripcion de la naturaleza de la operacion registrada de ser el caso,17 Glosa referencial  de ser el caso,18 Movimientos del Debe,19 Movimiento del Haber,20 Dato Estructurado,21 Indica el estado de la operacion,
20231200,26066,M260660,1041101,3,1301,PEN,6,20117920144,00,0,0,01/12/2023,,06/12/2023,000000553,Bill Payment,0.00,15858.38,,1,
20231200,26067,M260670,1041101,3,1301,PEN,6,20600650387,00,0,0,01/12/2023,,06/12/2023,000000554,Bill Payment,0.00,494.42,,1,
20231200,26578,M265780,1041101,3,1301,PEN,6,10316557631,00,0,0,01/12/2023,,15/12/2023,000000601,Bill Payment,0.00,4830.00,,1,
20231200,35289,M352890,1041101,3,1301,PEN,6,10081955501,00,0,0,01/12/2023,,01/12/2023,000000631,Bill Payment,0.00,505.00,,1,
20231200,35290,M352900,1041101,3,1301,PEN,6,20515028502,00,0,0,01/12/2023,,01/12/2023,000000632,Bill Payment,0.00,320.00,,1,
20231200,35291,M352910,1041101,3,1301,PEN,6,20544091337,00,0,0,01/12/2023,,01/12/2023,000000633,Bill Payment,0.00,5088.00,,1,
20231200,35292,M352920,1041101,3,1301,PEN,6,20603294557,00,0,0,01/12/2023,,01/12/2023,000000634,Bill Payment,0.00,200.01,,1,
20231200,35293,M352930,1041101,3,1301,PEN,6,20507634479,00,0,0,01/12/2023,,01/12/2023,000000635,Bill Payment,0.00,279.42,,1,
20231200,16618,M166180,1041201,3,1301,USD,6,20335020872,00,0,0,01/12/2023,,11/12/2023,000000231,Bill Payment,0.00,7159.19,,1,
20231200,16619,M166190,1041201,3,1301,USD,6,20335020872,00,0,0,01/12/2023,,11/12/2023,000000232,Bill Payment,0.00,4868.20,,1,
20231200,16620,M166200,1041201,3,1301,USD,6,20335020872,00,0,0,01/12/2023,,11/12/2023,000000233,Bill Payment,0.00,2091.71,,1,
20231200,16721,M167210,1041201,3,1301,USD,6,20106910872,00,0,0,01/12/2023,,18/12/2023,000000241,Bill Payment,0.00,120731.16,,1,
20231200,16722,M167220,1041201,3,1301,USD,6,20106910872,00,0,0,01/12/2023,,18/12/2023,000000242,Bill Payment,0.00,59823.68,,1,
20231200,19783,M197830,1041201,3,1301,USD,6,20557103920,00,0,0,01/12/2023,,13/12/2023,000000391,Bill Payment,0.00,70559.28,,1,
20231200,19784,M197840,1041201,3,1301,USD,6,20605162682,00,0,0,01/12/2023,,13/12/2023,000000392,Bill Payment,0.00,801.47,,1,
20231200,19887,M198870,1041201,3,1301,USD,6,20555830131,00,0,0,01/12/2023,,18/12/2023,000000401,Bill Payment,0.00,20389.11,,1,
20231200,22547,M225470,1041201,3,1301,USD,6,20381041957,00,0,0,01/12/2023,,14/12/2023,000000491,Bill Payment,0.00,16267.49,,1,
20231200,22548,M225480,1041201,3,1301,USD,6,20381041957,00,0,0,01/12/2023,,14/12/2023,000000492,Bill Payment,0.00,73516.39,,1,
20231200,26271,M262710,1041201,3,1301,USD,6,20552075341,00,0,0,01/12/2023,,04/12/2023,000000571,Bill Payment,0.00,5385.83,,1,
20231200,26272,M262720,1041201,3,1301,USD,6,20552075341,00,0,0,01/12/2023,,04/12/2023,000000572,Bill Payment,0.00,9274.32,,1,
20231200,26273,M262730,1041201,3,1301,USD,6,20552075341,00,0,0,01/12/2023,,04/12/2023,000000573,Bill Payment,0.00,6739.91,,1,
20231200,26274,M262740,1041201,3,1301,USD,6,20555130741,00,0,0,01/12/2023,,04/12/2023,000000574,Bill Payment,0.00,3012.44,,1,
20231200,26376,M263760,1041201,3,1301,USD,6,20255315669,00,0,0,01/12/2023,,16/12/2023,000000581,Bill Payment,0.00,3816.41,,1,
20231200,35527,M355270,1041201,3,1301,USD,6,20252575457,00,0,0,01/12/2023,,01/12/2023,000000651,Bill Payment,0.00,42267.08,,1,
20231200,35528,M355280,1041201,3,1301,USD,6,20252575457,00,0,0,01/12/2023,,01/12/2023,000000652,Bill Payment,0.00,34644.75,,1,
20231200,35529,M355290,1041201,3,1301,USD,6,20521952173,00,0,0,01/12/2023,,01/12/2023,000000653,Bill Payment,0.00,125708.10,,1,
20231200,35398,M353984,4011102,3,1314,USD,,,01,F001,00055327,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,775.61,140100&20231200&35398&M35398,1,
20231200,37921,M379214,4011102,3,1314,USD,,,01,F001,00055328,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,302.70,140100&20231200&37921&M37921,1,
20231200,37931,M379316,4011102,3,1323,PEN,,,01,F001,00055329,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,304.92,140100&20231200&37931&M37931,1,
20231200,38046,M380462,4011102,3,1323,PEN,,,01,F001,00055330,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,43.92,140100&20231200&38046&M38046,1,
20231200,38258,M382586,4011102,3,1323,PEN,,,01,F001,00055331,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,1431.72,140100&20231200&38258&M38258,1,
20231200,38259,M382594,4011102,3,1326,PEN,,,01,F001,00055332,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,313.56,140100&20231200&38259&M38259,1,
20231200,38260,M382602,4011102,3,1330,PEN,,,01,F001,00055333,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,64.80,140100&20231200&38260&M38260,1,
20231200,38261,M382614,4011102,3,1329,PEN,,,01,F001,00055334,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,794.06,140100&20231200&38261&M38261,1,
20231200,38262,M382624,4011102,3,1329,PEN,,,01,F001,00055335,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,409.48,140100&20231200&38262&M38262,1,
20231200,38264,M382642,4011102,3,1332,PEN,,,01,F001,00055336,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,8.10,140100&20231200&38264&M38264,1,
20231200,38265,M382654,4011102,3,1326,PEN,,,01,F001,00055337,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,152.35,140100&20231200&38265&M38265,1,
20231200,38266,M382664,4011102,3,1326,USD,,,01,F001,00055338,01/12/2023,03/01/2024,04/12/2023,IVA,Invoice,0.00,138.49,140100&20231200&38266&M38266,1,
20231200,38400,M384004,4011102,3,1311,USD,,,01,F001,00055339,01/12/2023,03/01/2024,04/12/2023,VAT,Invoice,0.00,184.98,140100&20231200&38400&M38400,1,
20231200,38401,M384014,4011102,3,1310,USD,,,01,F001,0,01/12/2023,03/01/2024,04/12/2023,VAT,Invoice,0.00,252.25,140100&20231200&38401&M38401,1,
20231200,36319,M363191,6393110,3,1385,PEN,6,20603171030,01,E001,468,01/12/2023,,01/12/2023,IMPRESIONES DE DIPLOMAS PARA 2DO Y 3ER PUESTO CONCURSO RENZO ROSSINIDIPLOMA EN PAPEL COUCHE MATE DE 300 GRIMPRESO A FULL COLOR,Bill,100.00,0.00,080100&20231200&36319&M36319,1,
20231200,35398,M353981,7032111,3,1305,USD,,,01,F001,00055327,01/12/2023,03/01/2024,04/12/2023,BANCARED ENLACE 1MB PRINCIPAL-LIMA,Invoice,0.00,4309.02,140100&20231200&35398&M35398,1,
20231200,37921,M379211,7032111,3,1314,USD,,,01,F001,00055328,01/12/2023,03/01/2024,04/12/2023,SERVICIO YAPAGO,Invoice,0.00,1681.65,140100&20231200&37921&M37921,1,
20231200,37931,M379311,7032111,3,1322,PEN,,,01,F001,00055329,01/12/2023,03/01/2024,04/12/2023,SERVDE SEGURIDAD POR CONVENIO-OFADM CAN,Invoice,0.00,244.00,140100&20231200&37931&M37931,1,
20231200,37931,M379312,7032111,3,1322,PEN,,,01,F001,00055329,01/12/2023,03/01/2024,04/12/2023,SERV DE SEGURIDAD POR CONVENIO - OFESP CAN,Invoice,0.00,1342.00,140100&20231200&37931&M37931,1,
20231200,37931,M379313,7032111,3,1322,PEN,,,01,F001,00055329,01/12/2023,03/01/2024,04/12/2023,SERV DE SEGURIDAD POR CONVENIO - OFESP PNP,Invoice,0.00,108.00,140100&20231200&37931&M37931,1,
20231200,38046,M380461,7032111,3,1322,PEN,,,01,F001,00055330,01/12/2023,03/01/2024,04/12/2023,Monitoreo de Oficinas ASBANC ,Invoice,0.00,244.00,140100&20231200&38046&M38046,1,
20231200,38258,M382581,7032111,3,1322,PEN,,,01,F001,00055331,01/12/2023,03/01/2024,04/12/2023,SERV DE SEGURIDAD POR CONVENIO - OFNORMAL CAN,Invoice,0.00,1084.00,140100&20231200&38258&M38258,1,
20231200,38258,M382582,7032111,3,1322,PEN,,,01,F001,00055331,01/12/2023,03/01/2024,04/12/2023,SERV DE SEGURIDAD POR CONVENIO - OFNORMAL PNP,Invoice,0.00,6734.00,140100&20231200&38258&M38258,1,
20231200,38258,M382583,7032111,3,1322,PEN,,,01,F001,00055331,01/12/2023,03/01/2024,04/12/2023,SERVDE SEGURIDAD POR CONVENIO-OFADM CAN,Invoice,0.00,136.00,140100&20231200&38258&M38258,1,
20231200,38259,M382591,7032111,3,1326,PEN,,,01,F001,00055332,01/12/2023,03/01/2024,04/12/2023,SERVICIO DE MONITOREO DE ALARMAS,Invoice,0.00,1742.00,140100&20231200&38259&M38259,1,
20231200,38260,M382601,7032111,3,1330,PEN,,,01,F001,00055333,01/12/2023,03/01/2024,04/12/2023,MANTENIMIENTO CORRECTIVO,Invoice,0.00,360.00,140100&20231200&38260&M38260,1,
20231200,38261,M382611,7032111,3,1329,PEN,,,01,F001,00055334,01/12/2023,03/01/2024,04/12/2023,MANTENIMIENTO PREVENTIVO ALARMAS PROVINCIA,Invoice,0.00,4411.46,140100&20231200&38261&M38261,1,
20231200,38262,M382621,7032111,3,1329,PEN,,,01,F001,00055335,01/12/2023,03/01/2024,04/12/2023,MANTENIMIENTO PREVENTIVO CCTV PROVINCIA,Invoice,0.00,2274.87,140100&20231200&38262&M38262,1,
20231200,38264,M382641,7032111,3,1332,PEN,,,01,F001,00055336,01/12/2023,03/01/2024,04/12/2023,SERVICIO M2M,Invoice,0.00,45.00,140100&20231200&38264&M38264,1,
20231200,38265,M382651,7032111,3,1326,PEN,,,01,F001,00055337,01/12/2023,03/01/2024,04/12/2023,ENLACE DE INTERCONEXION SISTDE ALARMAS - LOCAL,Invoice,0.00,846.40,140100&20231200&38265&M38265,1,
20231200,38266,M382661,7032111,3,1326,USD,,,01,F001,00055338,01/12/2023,03/01/2024,04/12/2023,ENLACE DE INTERCONEXION SISTDE ALARMAS - PROV,Invoice,0.00,769.41,140100&20231200&38266&M38266,1,
20231200,38400,M384001,7032111,3,1311,USD,,,01,F001,00055339,01/12/2023,03/01/2024,04/12/2023,RED BANCOS LBTR INTERCONEXION 1MB-LIMA,Invoice,0.00,1027.68,140100&20231200&38400&M38400,1,
20231200,38401,M384011,7032111,3,1310,USD,,,01,F001,0,01/12/2023,03/01/2024,04/12/2023,ENLACE DE RESPALDO MPLS 1MBPS,Invoice,0.00,1401.38,140100&20231200&38401&M38401,1,
20231200,37931,M379310,1213101,3,1323,PEN,,,01,F001,00055329,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,1759.05,0.00,140100&20231200&37931&M37931,1,
20231200,38046,M380460,1213101,3,1323,PEN,,,01,F001,00055330,01/12/2023,03/01/2024,04/12/2023,OC 1791003946  N° DE RECIBO 7025,Invoice,287.92,0.00,140100&20231200&38046&M38046,1,
20231200,38258,M382580,1213101,3,1323,PEN,,,01,F001,00055331,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,8259.43,0.00,140100&20231200&38258&M38258,1,
20231200,38259,M382590,1213101,3,1326,PEN,,,01,F001,00055332,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,1808.89,0.00,140100&20231200&38259&M38259,1,
20231200,38260,M382600,1213101,3,1330,PEN,,,01,F001,00055333,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,424.80,0.00,140100&20231200&38260&M38260,1,
20231200,38261,M382610,1213101,3,1329,PEN,,,01,F001,00055334,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,4580.86,0.00,140100&20231200&38261&M38261,1,
20231200,38262,M382620,1213101,3,1329,PEN,,,01,F001,00055335,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,2362.23,0.00,140100&20231200&38262&M38262,1,
20231200,38264,M382640,1213101,3,1332,PEN,,,01,F001,00055336,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,53.10,0.00,140100&20231200&38264&M38264,1,
20231200,38265,M382650,1213101,3,1326,PEN,,,01,F001,00055337,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,878.90,0.00,140100&20231200&38265&M38265,1,
20231200,35398,M353980,1213201,3,1314,USD,,,01,F001,00055327,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,4474.49,0.00,140100&20231200&35398&M35398,1,
20231200,37921,M379210,1213201,3,1314,USD,,,01,F001,00055328,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,1746.23,0.00,140100&20231200&37921&M37921,1,
20231200,38266,M382660,1213201,3,1326,USD,,,01,F001,00055338,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,798.97,0.00,140100&20231200&38266&M38266,1,
20231200,38400,M384000,1213201,3,1311,USD,,,01,F001,00055339,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,1067.14,0.00,140100&20231200&38400&M38400,1,
20231200,38401,M384010,1213201,3,1310,USD,,,01,F001,0,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,1455.20,0.00,140100&20231200&38401&M38401,1,
20231200,16398,M163981,4212101,3,1301,PEN,6,20371672151,00,0,0,01/12/2023,,11/12/2023,000000201,Bill Payment,1395.92,0.00,,1,
20231200,16399,M163991,4212101,3,1301,PEN,6,20271691476,00,0,0,01/12/2023,,11/12/2023,000000202,Bill Payment,29491.00,0.00,,1,
20231200,16400,M164001,4212101,3,1301,PEN,6,20371672151,00,0,0,01/12/2023,,18/12/2023,000000211,Bill Payment,68534.00,0.00,,1,
20231200,16401,M164011,4212101,3,1301,PEN,6,20371672151,00,0,0,01/12/2023,,18/12/2023,000000212,Bill Payment,4150.22,0.00,,1,
20231200,18924,M189241,4212101,3,1301,PEN,6,20306532201,00,0,0,01/12/2023,,04/12/2023,000000301,Bill Payment,870.00,0.00,,1,
20231200,18925,M189251,4212101,3,1301,PEN,6,20602079075,00,0,0,01/12/2023,,04/12/2023,000000302,Bill Payment,804.50,0.00,,1,
20231200,18926,M189261,4212101,3,1301,PEN,6,20508671378,00,0,0,01/12/2023,,04/12/2023,000000303,Bill Payment,6230.00,0.00,,1,
20231200,18927,M189271,4212101,3,1301,PEN,6,20610448586,00,0,0,01/12/2023,,04/12/2023,000000304,Bill Payment,13282.14,0.00,,1,
20231200,18928,M189281,4212101,3,1301,PEN,6,20127614572,00,0,0,01/12/2023,,04/12/2023,000000305,Bill Payment,2620.14,0.00,,1,
20231200,18929,M189291,4212101,3,1301,PEN,6,20390724919,00,0,0,01/12/2023,,04/12/2023,000000306,Bill Payment,1005.04,0.00,,1,
20231200,18930,M189301,4212101,3,1301,PEN,6,10076040627,00,0,0,01/12/2023,,04/12/2023,000000307,Bill Payment,1910.20,0.00,,1,
20231200,18931,M189311,4212101,3,1301,PEN,6,20602079075,00,0,0,01/12/2023,,04/12/2023,000000308,Bill Payment,354.00,0.00,,1,
20231200,19027,M190271,4212101,3,1301,PEN,6,20555762977,00,0,0,01/12/2023,,07/12/2023,000000311,Bill Payment,49843.00,0.00,,1,
20231200,19028,M190281,4212101,3,1301,PEN,6,20371672151,00,0,0,01/12/2023,,07/12/2023,000000312,Bill Payment,9470.60,0.00,,1,
20231200,19029,M190291,4212101,3,1301,PEN,6,20260510887,00,0,0,01/12/2023,,07/12/2023,000000313,Bill Payment,792.00,0.00,,1,
20231200,19030,M190301,4212101,3,1301,PEN,6,20295734681,00,0,0,01/12/2023,,07/12/2023,000000314,Bill Payment,795.28,0.00,,1,
20231200,19128,M191281,4212101,3,1301,PEN,6,20557103920,00,0,0,01/12/2023,,11/12/2023,000000321,Bill Payment,16286.71,0.00,,1,
20231200,19129,M191291,4212101,3,1301,PEN,6,20101155588,00,0,0,01/12/2023,,11/12/2023,000000322,Bill Payment,14154.83,0.00,,1,
20231200,19230,M192301,4212101,3,1301,PEN,6,20602079075,00,0,0,01/12/2023,,14/12/2023,000000331,Bill Payment,1474.60,0.00,,1,
20231200,19231,M192311,4212101,3,1301,PEN,6,20299704913,00,0,0,01/12/2023,,14/12/2023,000000332,Bill Payment,6023.00,0.00,,1,
20231200,19330,M193301,4212101,3,1301,PEN,6,20123387326,00,0,0,01/12/2023,,18/12/2023,000000341,Bill Payment,2888.64,0.00,,1,
20231200,19331,M193311,4212101,3,1301,PEN,6,20538843939,00,0,0,01/12/2023,,18/12/2023,000000342,Bill Payment,12732.20,0.00,,1,
20231200,22146,M221461,4212101,3,1301,PEN,6,20100049181,00,0,0,01/12/2023,,15/12/2023,000000471,Bill Payment,5279.37,0.00,,1,
20231200,22147,M221471,4212101,3,1301,PEN,6,20509959766,00,0,0,01/12/2023,,15/12/2023,000000472,Bill Payment,5727.69,0.00,,1,
20231200,22148,M221481,4212101,3,1301,PEN,6,20601708583,00,0,0,01/12/2023,,15/12/2023,000000473,Bill Payment,598.26,0.00,,1,
20231200,26064,M260641,4212101,3,1301,PEN,6,20117920144,00,0,0,01/12/2023,,06/12/2023,000000551,Bill Payment,23681.87,0.00,,1,
20231200,26065,M260651,4212101,3,1301,PEN,6,20117920144,00,0,0,01/12/2023,,06/12/2023,000000552,Bill Payment,30786.12,0.00,,1,
20231200,26066,M260661,4212101,3,1301,PEN,6,20117920144,00,0,0,01/12/2023,,06/12/2023,000000553,Bill Payment,15858.38,0.00,,1,
20231200,26067,M260671,4212101,3,1301,PEN,6,20600650387,00,0,0,01/12/2023,,06/12/2023,000000554,Bill Payment,494.42,0.00,,1,
20231200,35289,M352891,4212101,3,1301,PEN,6,10081955501,00,0,0,01/12/2023,,01/12/2023,000000631,Bill Payment,505.00,0.00,,1,
20231200,35290,M352901,4212101,3,1301,PEN,6,20515028502,00,0,0,01/12/2023,,01/12/2023,000000632,Bill Payment,320.00,0.00,,1,
20231200,35291,M352911,4212101,3,1301,PEN,6,20544091337,00,0,0,01/12/2023,,01/12/2023,000000633,Bill Payment,5088.00,0.00,,1,
20231200,35292,M352921,4212101,3,1301,PEN,6,20603294557,00,0,0,01/12/2023,,01/12/2023,000000634,Bill Payment,200.01,0.00,,1,
20231200,35293,M352931,4212101,3,1301,PEN,6,20507634479,00,0,0,01/12/2023,,01/12/2023,000000635,Bill Payment,279.42,0.00,,1,
20231200,36319,M363190,4212101,3,,PEN,6,20603171030,01,E001,468,01/12/2023,15/12/2023,01/12/2023,TROFEO Y DIPLOMAS DE PREMIACION CATEDRA RENZO ROSSINI 2023,Bill,0.00,118.00,080100&20231200&36319&M36319,1,
20231200,38292,M382921,4212101,3,1359,PEN,,,00,0,0,01/12/2023,,15/12/2023,PAGO F019-3719  TAI LOY,Journal,0.00,0.01,,1,
20231200,16618,M166181,4212201,3,1301,USD,6,20335020872,00,0,0,01/12/2023,,11/12/2023,000000231,Bill Payment,7159.19,0.00,,1,
20231200,16619,M166191,4212201,3,1301,USD,6,20335020872,00,0,0,01/12/2023,,11/12/2023,000000232,Bill Payment,4868.20,0.00,,1,
20231200,16620,M166201,4212201,3,1301,USD,6,20335020872,00,0,0,01/12/2023,,11/12/2023,000000233,Bill Payment,2091.71,0.00,,1,
20231200,16718,M167181,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,11/12/2023,Currency Revaluation,Currency Revaluation,193.28,0.00,,1,
