1 Periodo,2 CUO,3 Numero correlativo del asiento,4 Codigo de la cuenta contable,5 Codigo de Unidad de Operación,6 Centro de Costo,7 Tipo de Moneda de Origen,8 Tipo de documento de identidad del emisor,9 Numero de documento de identidad del emisor,10 Tipo de Comprobante,11 Numero de Serie del comprobante de Pago,12 Numero de compronbante de pago,13 Fecha Contable,14 Fecha de Vencimiento,15 Fecha de la operación o emision,16 Glosa o descripcion de la naturaleza de la operacion registrada de ser el caso,17 Glosa referencial  de ser el caso,18 Movimientos del Debe,19 Movimiento del Haber,20 Dato Estructurado,21 Indica el estado de la operacion,
20231200,16719,M167191,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,11/12/2023,Currency Revaluation,Currency Revaluation,131.43,0.00,,1,
20231200,16720,M167201,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,11/12/2023,Currency Revaluation,Currency Revaluation,56.47,0.00,,1,
20231200,16721,M167211,4212201,3,1301,USD,6,20106910872,00,0,0,01/12/2023,,18/12/2023,000000241,Bill Payment,120731.16,0.00,,1,
20231200,16722,M167221,4212201,3,1301,USD,6,20106910872,00,0,0,01/12/2023,,18/12/2023,000000242,Bill Payment,59823.68,0.00,,1,
20231200,16821,M168211,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,18/12/2023,Currency Revaluation,Currency Revaluation,3259.52,0.00,,1,
20231200,16822,M168221,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,18/12/2023,Currency Revaluation,Currency Revaluation,1615.13,0.00,,1,
20231200,19783,M197831,4212201,3,1301,USD,6,20557103920,00,0,0,01/12/2023,,13/12/2023,000000391,Bill Payment,70559.28,0.00,,1,
20231200,19784,M197841,4212201,3,1301,USD,6,20605162682,00,0,0,01/12/2023,,13/12/2023,000000392,Bill Payment,801.47,0.00,,1,
20231200,19883,M198831,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,13/12/2023,Currency Revaluation,Currency Revaluation,1252.31,0.00,,1,
20231200,19885,M198851,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,13/12/2023,Currency Revaluation,Currency Revaluation,14.22,0.00,,1,
20231200,19887,M198871,4212201,3,1301,USD,6,20555830131,00,0,0,01/12/2023,,18/12/2023,000000401,Bill Payment,20389.11,0.00,,1,
20231200,19987,M199871,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,18/12/2023,Currency Revaluation,Currency Revaluation,172.83,0.00,,1,
20231200,22547,M225471,4212201,3,1301,USD,6,20381041957,00,0,0,01/12/2023,,14/12/2023,000000491,Bill Payment,16267.49,0.00,,1,
20231200,22548,M225481,4212201,3,1301,USD,6,20381041957,00,0,0,01/12/2023,,14/12/2023,000000492,Bill Payment,73516.39,0.00,,1,
20231200,22647,M226471,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,14/12/2023,Currency Revaluation,Currency Revaluation,163.75,0.00,,1,
20231200,22649,M226491,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,14/12/2023,Currency Revaluation,Currency Revaluation,740.03,0.00,,1,
20231200,26271,M262711,4212201,3,1301,USD,6,20552075341,00,0,0,01/12/2023,,04/12/2023,000000571,Bill Payment,5385.83,0.00,,1,
20231200,26272,M262721,4212201,3,1301,USD,6,20552075341,00,0,0,01/12/2023,,04/12/2023,000000572,Bill Payment,9274.32,0.00,,1,
20231200,26273,M262731,4212201,3,1301,USD,6,20552075341,00,0,0,01/12/2023,,04/12/2023,000000573,Bill Payment,6739.91,0.00,,1,
20231200,26274,M262741,4212201,3,1301,USD,6,20555130741,00,0,0,01/12/2023,,04/12/2023,000000574,Bill Payment,3012.44,0.00,,1,
20231200,26371,M263711,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,04/12/2023,Currency Revaluation,Currency Revaluation,163.21,0.00,,1,
20231200,26372,M263721,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,04/12/2023,Currency Revaluation,Currency Revaluation,281.04,0.00,,1,
20231200,26373,M263731,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,04/12/2023,Currency Revaluation,Currency Revaluation,204.24,0.00,,1,
20231200,26375,M263751,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,04/12/2023,Currency Revaluation,Currency Revaluation,63.01,0.00,,1,
20231200,26376,M263761,4212201,3,1301,USD,6,20255315669,00,0,0,01/12/2023,,16/12/2023,000000581,Bill Payment,3816.41,0.00,,1,
20231200,26476,M264761,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,16/12/2023,Currency Revaluation,Currency Revaluation,47.08,0.00,,1,
20231200,35527,M355271,4212201,3,1301,USD,6,20252575457,00,0,0,01/12/2023,,01/12/2023,000000651,Bill Payment,42267.08,0.00,,1,
20231200,35528,M355281,4212201,3,1301,USD,6,20252575457,00,0,0,01/12/2023,,01/12/2023,000000652,Bill Payment,34644.75,0.00,,1,
20231200,35529,M355291,4212201,3,1301,USD,6,20521952173,00,0,0,01/12/2023,,01/12/2023,000000653,Bill Payment,125708.10,0.00,,1,
20231200,35627,M356271,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,01/12/2023,Currency Revaluation,Currency Revaluation,226.09,0.00,,1,
20231200,35629,M356291,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,01/12/2023,Currency Revaluation,Currency Revaluation,185.32,0.00,,1,
20231200,35630,M356301,4212201,3,1301,PEN,,,00,0,0,01/12/2023,,01/12/2023,Currency Revaluation,Currency Revaluation,201.72,0.00,,1,
20231200,19432,M194321,4241101,3,1301,PEN,6,10447569952,00,0,0,01/12/2023,,11/12/2023,000000352,Bill Payment,790.00,0.00,,1,
20231200,26578,M265781,4241101,3,1301,PEN,6,10316557631,00,0,0,01/12/2023,,15/12/2023,000000601,Bill Payment,4830.00,0.00,,1,
20231200,38292,M382920,6593101,3,1359,PEN,,,00,0,0,01/12/2023,,15/12/2023,PAGO F019-3719  TAI LOY,Journal,0.01,0.00,,1,
20231200,37931,M379314,1221103,3,1323,PEN,,,01,F001,00055329,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,239.87,0.00,140100&20231200&37931&M37931,1,
20231200,38258,M382584,1221103,3,1323,PEN,,,01,F001,00055331,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,1126.29,0.00,140100&20231200&38258&M38258,1,
20231200,38259,M382592,1221103,3,1326,PEN,,,01,F001,00055332,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,246.67,0.00,140100&20231200&38259&M38259,1,
20231200,38261,M382612,1221103,3,1329,PEN,,,01,F001,00055334,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,624.66,0.00,140100&20231200&38261&M38261,1,
20231200,38262,M382622,1221103,3,1329,PEN,,,01,F001,00055335,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,322.12,0.00,140100&20231200&38262&M38262,1,
20231200,38265,M382652,1221103,3,1326,PEN,,,01,F001,00055337,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,119.85,0.00,140100&20231200&38265&M38265,1,
20231200,35398,M353982,1221203,3,1314,USD,,,01,F001,00055327,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,610.14,0.00,140100&20231200&35398&M35398,1,
20231200,37921,M379212,1221203,3,1314,USD,,,01,F001,00055328,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,238.12,0.00,140100&20231200&37921&M37921,1,
20231200,38266,M382662,1221203,3,1326,USD,,,01,F001,00055338,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,108.93,0.00,140100&20231200&38266&M38266,1,
20231200,38400,M384002,1221203,3,1311,USD,,,01,F001,00055339,01/12/2023,03/01/2024,04/12/2023,Invoice,Invoice,145.52,0.00,140100&20231200&38400&M38400,1,
20231200,38401,M384012,1221203,3,1310,USD,,,01,F001,0,01/12/2023,03/01/2024,04/12/2023,NOVIEMBRE 2023,Invoice,198.43,0.00,140100&20231200&38401&M38401,1,
20231200,36319,M363192,4011101,3,,PEN,6,20603171030,01,E001,468,01/12/2023,,01/12/2023,VAT,Bill,18.00,0.00,080100&20231200&36319&M36319,1,
