1. PERIODO,2 CODIGO DE CATALOGO,3 CODIGO DEL RUBRO,4. CAPITAL,5. ESTADO DE LA OPERACION,5. ACCIONES DE INVERSION,6. CAPITAL ADICIONAL,7. RESULTADOS NO REALIZADOS,8. RESERVAS LEGALES,9. OTRAS RESERVAS,10. RESULTADOS ACUMULADOS,11. DIFERENCIAS DE CONVERSION,12. AJUSTES AL PATRIMONIO,13. RESULTADO NETO DEL EJERCICIO,14. EXCEDENTE DE REVALUACION,15. RESULTADO DEL EJERCICIO,16. ESTADO DE LA OPERACION,
2023/08,09,4D0132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-152 000.00,1,
2023/08,09,4D0101,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152 000.00,1,
