20231130|09||0.00|1|
20231231|09||0.00|1|
20231130|09||0.00|1|
20231231|09||0.00|1|
20231130|09||0.00|1|
20231231|09||-65924.72|1|
20231130|09||-135869.24|1|
20231130|09|Efectivo y Equivalentes al Efectivo|0.00|1|
20231231|09|Efectivo y Equivalentes al Efectivo|0.00|1|
20231231|09|Efectivo y Equivalentes al Efectivo|170570583.75|1|
20231031|09|Efectivo y Equivalentes al Efectivo|324896.35|1|
20231130|09|Efectivo y Equivalentes al Efectivo|173819547.25|1|
20231031|09|Efectivo y Equivalentes al Efectivo|284946.46|1|
20231231|09|Efectivo y Equivalentes al Efectivo|202596933.06|1|
20231130|09|Efectivo y Equivalentes al Efectivo|254172242.32|1|
20231130|09|Efectivo y Equivalentes al Efectivo|2185350.89|1|
20231031|09|Efectivo y Equivalentes al Efectivo|30779.59|1|
20231231|09|Efectivo y Equivalentes al Efectivo|1939114.17|1|
20231231|09|Efectivo y Equivalentes al Efectivo|17209858.02|1|
20231031|09|Efectivo y Equivalentes al Efectivo|47021.47|1|
20231130|09|Efectivo y Equivalentes al Efectivo|14764741.58|1|
20231231|09|Efectivo y Equivalentes al Efectivo|331309.41|1|
20231130|09|Efectivo y Equivalentes al Efectivo|292785.06|1|
20231031|09|Efectivo y Equivalentes al Efectivo|2568.29|1|
20231231|09|Efectivo y Equivalentes al Efectivo|3009.00|1|
20231031|09|Efectivo y Equivalentes al Efectivo|601.80|1|
20231130|09|Efectivo y Equivalentes al Efectivo|6018.00|1|
20231231|09|Efectivo y Equivalentes al Efectivo|719208.12|1|
20231130|09|Efectivo y Equivalentes al Efectivo|592289.04|1|
20231031|09|Efectivo y Equivalentes al Efectivo|42306.36|1|
20231130|09|Efectivo y Equivalentes al Efectivo|10225755.84|1|
20231231|09|Efectivo y Equivalentes al Efectivo|16616853.24|1|
20231031|09|Efectivo y Equivalentes al Efectivo|1278219.48|1|
20231231|09|Efectivo y Equivalentes al Efectivo|22731280.92|1|
20231031|09|Efectivo y Equivalentes al Efectivo|1262848.94|1|
20231130|09|Efectivo y Equivalentes al Efectivo|26519827.74|1|
20231130|09|Efectivo y Equivalentes al Efectivo|0.00|1|
20231231|09|Efectivo y Equivalentes al Efectivo|0.00|1|
20231130|09|Efectivo y Equivalentes al Efectivo|1874687.72|1|
20231031|09|Efectivo y Equivalentes al Efectivo|1874687.72|1|
20231130|09|Efectivo y Equivalentes al Efectivo|0.00|1|
