1 Periodo,2 CUO,3 Numero Correlativo,4 Codigo Cuenta Contable,5 Codigo Unidad de Operacion,6 Codigo Centro de Costo,7 Moneda,8 Tipo de Documento de Identidad del Emisor,9 Numero de Documento de Identidad del Emisor,10 Tipo de Comprobante,11 Numero de Serie del Comprobante,12 Numero del Comprobante,13 Fecha Contable,14 Fecha de Vencimiento,15 Fecha de la Operacion o Emision,16 Glosa,17 Glosa referencial,18 Movimientos del Debe,19 Movimientos del Haber,20 Dato Estructurado,21 Estado de la Operacion,
20231100,1749,M17490,1213101,3,1307,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,Factura de venta,Factura de venta,3302.11,0.00,140100&20231100&1749&M1749,1,
20231100,1749,M17491,7032111,3,1305,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,Factura de venta,Factura de venta,0.00,3180.00,140100&20231100&1749&M1749,1,
20231100,1749,M17492,1221103,3,1307,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,Factura de venta,Factura de venta,450.29,0.00,140100&20231100&1749&M1749,1,
20231100,1749,M17494,4011102,3,1307,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,Factura de venta,Factura de venta,0.00,572.40,140100&20231100&1749&M1749,1,
20231100,1760,M17600,4212101,3,,PEN,6,20100047218,01,FN01,14496164,01/11/2023,02/11/2023,02/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 31-10,Factura,0.00,6.80,080100&20231100&1760&M1760,1,
20231100,1760,M17601,6391102,3,1359,PEN,6,20100047218,01,FN01,14496164,01/11/2023,,02/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 31-10,Factura,6.80,0.00,080100&20231100&1760&M1760,1,
20231100,1769,M17690,4212101,3,,PEN,6,20610448586,01,E001,447,01/11/2023,03/12/2023,03/11/2023,SUPLEMENTO CADE - AVISO PERU 21 - NOV. 2023,Factura,0.00,13282.14,080100&20231100&1769&M1769,1,
20231100,1769,M17691,6371101,3,1408,PEN,6,20610448586,01,E001,447,01/11/2023,,03/11/2023,SUPLEMENTO CADE - AVISO PERU 21 - NOV. 2023,Factura,12790.80,0.00,080100&20231100&1769&M1769,1,
20231100,1769,M17692,4221103,3,1408,PEN,6,20610448586,01,E001,447,01/11/2023,,03/11/2023,SUPLEMENTO CADE - AVISO PERU 21 - NOV. 2023,Factura,0.00,1811.18,080100&20231100&1769&M1769,1,
20231100,1769,M17693,4221103,3,1408,PEN,6,20610448586,01,E001,447,01/11/2023,,03/11/2023,SUPLEMENTO CADE - AVISO PERU 21 - NOV. 2023,Factura,0.18,0.00,080100&20231100&1769&M1769,1,
20231100,1769,M17695,4011101,3,,PEN,6,20610448586,01,E001,447,01/11/2023,,03/11/2023,SUPLEMENTO CADE - AVISO PERU 21 - NOV. 2023,Factura,2302.34,0.00,080100&20231100&1769&M1769,1,
20231100,1772,M17720,1213201,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,Factura de venta,Factura de venta,6957.60,0.00,140100&20231100&1772&M1772,1,
20231100,1772,M17721,7032111,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,Factura de venta,Factura de venta,0.00,6700.32,140100&20231100&1772&M1772,1,
20231100,1772,M17722,1221203,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,Factura de venta,Factura de venta,948.78,0.00,140100&20231100&1772&M1772,1,
20231100,1772,M17724,4011102,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,Factura de venta,Factura de venta,0.00,1206.06,140100&20231100&1772&M1772,1,
20231100,1773,M17730,4212101,3,,PEN,6,20508671378,01,E001,7813,01/11/2023,02/12/2023,02/11/2023,SERV. MONITOREO MEDIOS EN PRENSA ESCRITA  TELEVISION  RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CON TERRORISMO  FINANCIAMIENTO DEL TERRORISMO  ARMAS DE DESTRUCCION MASIVA  LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOVIEMBRE 2023,Factura,0.00,6230.00,080100&20231100&1773&M1773,1,
20231100,1773,M17731,6327104,3,1345,PEN,6,20508671378,01,E001,7813,01/11/2023,,02/11/2023,SERV. MONITOREO MEDIOS EN PRENSA ESCRITA  TELEVISION  RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CON TERRORISMO  FINANCIAMIENTO DEL TERRORISMO  ARMAS DE DESTRUCCION MASIVA  LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOVIEMBRE 2023,Factura,6000.00,0.00,080100&20231100&1773&M1773,1,
20231100,1773,M17732,4221103,3,1345,PEN,6,20508671378,01,E001,7813,01/11/2023,,02/11/2023,SERV. MONITOREO MEDIOS EN PRENSA ESCRITA  TELEVISION  RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CON TERRORISMO  FINANCIAMIENTO DEL TERRORISMO  ARMAS DE DESTRUCCION MASIVA  LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOVIEMBRE 2023,Factura,0.00,849.60,080100&20231100&1773&M1773,1,
20231100,1773,M17733,4221103,3,1345,PEN,6,20508671378,01,E001,7813,01/11/2023,,02/11/2023,SERV. MONITOREO MEDIOS EN PRENSA ESCRITA  TELEVISION  RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CON TERRORISMO  FINANCIAMIENTO DEL TERRORISMO  ARMAS DE DESTRUCCION MASIVA  LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOVIEMBRE 2023,Factura,0.00,0.40,080100&20231100&1773&M1773,1,
20231100,1773,M17735,4011101,3,,PEN,6,20508671378,01,E001,7813,01/11/2023,,02/11/2023,SERV. MONITOREO MEDIOS EN PRENSA ESCRITA  TELEVISION  RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CON TERRORISMO  FINANCIAMIENTO DEL TERRORISMO  ARMAS DE DESTRUCCION MASIVA  LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOVIEMBRE 2023,Factura,1080.00,0.00,080100&20231100&1773&M1773,1,
20231100,1775,M17750,4212101,3,,PEN,6,20306532201,01,F001,5703,01/11/2023,02/12/2023,02/11/2023,CURSO CSX CYBERSECURITY PARA HANS DIAS ALVARADO,Factura,0.00,870.00,080100&20231100&1775&M1775,1,
20231100,1775,M17751,6241102,3,1418,PEN,6,20306532201,01,F001,5703,01/11/2023,,02/11/2023,CURSO CSX CYBERSECURITY PARA HANS DIAS ALVARADO,Factura,696.00,0.00,080100&20231100&1775&M1775,1,
20231100,1775,M17752,1411101,3,1418,PEN,6,20306532201,01,F001,5703,01/11/2023,,02/11/2023,CURSO CSX CYBERSECURITY PARA HANS DIAS ALVARADO,Factura,174.00,0.00,080100&20231100&1775&M1775,1,
20231100,1885,M18850,1213101,3,1356,PEN,,,01,F001,00055010,01/11/2023,14/12/2023,14/11/2023,OC 192601,Factura de venta,16042.03,0.00,140100&20231100&1885&M1885,1,
20231100,1885,M18851,7032111,3,1356,PEN,,,01,F001,00055010,01/11/2023,14/12/2023,14/11/2023,OC 192601,Factura de venta,0.00,15448.80,140100&20231100&1885&M1885,1,
20231100,1885,M18852,1221103,3,1356,PEN,,,01,F001,00055010,01/11/2023,14/12/2023,14/11/2023,OC 192601,Factura de venta,2187.55,0.00,140100&20231100&1885&M1885,1,
20231100,1885,M18854,4011102,3,1356,PEN,,,01,F001,00055010,01/11/2023,14/12/2023,14/11/2023,OC 192601,Factura de venta,0.00,2780.78,140100&20231100&1885&M1885,1,
20231100,1905,M19050,1213201,3,1305,USD,,,01,F001,00055006,01/11/2023,14/12/2023,14/11/2023,Factura de venta,Factura de venta,2375.65,0.00,140100&20231100&1905&M1905,1,
20231100,1905,M19051,7032111,3,1305,USD,,,01,F001,00055006,01/11/2023,14/12/2023,14/11/2023,Factura de venta,Factura de venta,0.00,2287.80,140100&20231100&1905&M1905,1,
20231100,1905,M19052,1221203,3,1305,USD,,,01,F001,00055006,01/11/2023,14/12/2023,14/11/2023,Factura de venta,Factura de venta,323.95,0.00,140100&20231100&1905&M1905,1,
20231100,1905,M19054,4011102,3,1305,USD,,,01,F001,00055006,01/11/2023,14/12/2023,14/11/2023,Factura de venta,Factura de venta,0.00,411.80,140100&20231100&1905&M1905,1,
20231100,1908,M19080,1213201,3,1316,USD,,,01,F001,00055011,01/11/2023,14/12/2023,14/11/2023,OC 4400638976  MIGO 5001150771,Factura de venta,7423.92,0.00,140100&20231100&1908&M1908,1,
20231100,1908,M19081,7032111,3,1316,USD,,,01,F001,00055011,01/11/2023,14/12/2023,14/11/2023,OC 4400638976  MIGO 5001150771,Factura de venta,0.00,7149.38,140100&20231100&1908&M1908,1,
20231100,1908,M19082,1221203,3,1316,USD,,,01,F001,00055011,01/11/2023,14/12/2023,14/11/2023,OC 4400638976  MIGO 5001150771,Factura de venta,1012.35,0.00,140100&20231100&1908&M1908,1,
20231100,1908,M19084,4011102,3,1316,USD,,,01,F001,00055011,01/11/2023,14/12/2023,14/11/2023,OC 4400638976  MIGO 5001150771,Factura de venta,0.00,1286.89,140100&20231100&1908&M1908,1,
20231100,1927,M19270,1213101,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,OC 4510044399  NR 5000209885,Factura de venta,1358.24,0.00,140100&20231100&1927&M1927,1,
20231100,1927,M19271,7599107,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,OC 4510044399  NR 5000209885,Factura de venta,0.00,1308.01,140100&20231100&1927&M1927,1,
20231100,1927,M19272,1221103,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,OC 4510044399  NR 5000209885,Factura de venta,185.21,0.00,140100&20231100&1927&M1927,1,
20231100,1927,M19274,4011102,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,OC 4510044399  NR 5000209885,Factura de venta,0.00,235.44,140100&20231100&1927&M1927,1,
20231100,1928,M19280,1213201,3,1308,USD,,,01,F001,00054636,01/11/2023,03/12/2023,03/11/2023,NOVIEMBRE 2023,Factura de venta,269.54,0.00,140100&20231100&1928&M1928,1,
20231100,1928,M19281,7032111,3,1308,USD,,,01,F001,00054636,01/11/2023,03/12/2023,03/11/2023,NOVIEMBRE 2023,Factura de venta,0.00,228.42,140100&20231100&1928&M1928,1,
20231100,1928,M19282,4011102,3,1308,USD,,,01,F001,00054636,01/11/2023,03/12/2023,03/11/2023,NOVIEMBRE 2023,Factura de venta,0.00,41.12,140100&20231100&1928&M1928,1,
20231100,1934,M19340,4212201,3,,USD,6,20100047218,01,FR01,05189348,01/11/2023,03/11/2023,03/11/2023,PAGO COMISIÓN EMPRESA 02-11,Factura,0.00,9.52,080100&20231100&1934&M1934,1,
20231100,1934,M19341,6391102,3,1359,USD,6,20100047218,01,FR01,05189348,01/11/2023,,03/11/2023,PAGO COMISIÓN EMPRESA 02-11,Factura,9.52,0.00,080100&20231100&1934&M1934,1,
20231100,1935,M19350,4212101,3,,PEN,6,20100047218,01,FN01,14547456,01/11/2023,03/11/2023,03/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 02-11,Factura,0.00,2.50,080100&20231100&1935&M1935,1,
20231100,1935,M19351,6391102,3,1359,PEN,6,20100047218,01,FN01,14547456,01/11/2023,,03/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 02-11,Factura,2.50,0.00,080100&20231100&1935&M1935,1,
20231100,1937,M19370,4212101,3,,PEN,6,10478471446,07,E001,13,01/11/2023,03/11/2023,03/11/2023,NC CATERING Y AMBIENTACIÓN DEL LOCAL PARA ANIVERSARIO UNISEBAN OCTUBRE,Factura,0.00,7080.00,080100&20231100&1937&M1937,1,
20231100,1937,M19371,6393114,3,1322,PEN,6,10478471446,07,E001,13,01/11/2023,,03/11/2023,NC CATERING Y AMBIENTACIÓN DEL LOCAL PARA ANIVERSARIO UNISEBAN OCTUBRE,Factura,6000.00,0.00,080100&20231100&1937&M1937,1,
20231100,1937,M19372,4011101,3,,PEN,6,10478471446,07,E001,13,01/11/2023,,03/11/2023,NC CATERING Y AMBIENTACIÓN DEL LOCAL PARA ANIVERSARIO UNISEBAN OCTUBRE,Factura,1080.00,0.00,080100&20231100&1937&M1937,1,
20231100,1940,M19400,1213201,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1073.42,0.00,140100&20231100&1940&M1940,1,
20231100,1940,M19401,7032111,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1033.73,140100&20231100&1940&M1940,1,
20231100,1940,M19402,1221203,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,146.38,0.00,140100&20231100&1940&M1940,1,
20231100,1940,M19404,4011102,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,186.07,140100&20231100&1940&M1940,1,
20231100,1942,M19420,1213201,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,878.26,0.00,140100&20231100&1942&M1942,1,
20231100,1942,M19421,7032111,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,845.78,140100&20231100&1942&M1942,1,
20231100,1942,M19422,1221203,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,119.76,0.00,140100&20231100&1942&M1942,1,
20231100,1942,M19424,4011102,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,152.24,140100&20231100&1942&M1942,1,
20231100,1943,M19430,1213201,3,1311,USD,,,01,F001,00054641,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,878.26,0.00,140100&20231100&1943&M1943,1,
20231100,1943,M19431,7032111,3,1311,USD,,,01,F001,00054641,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,845.78,140100&20231100&1943&M1943,1,
20231100,1943,M19432,1221203,3,1311,USD,,,01,F001,00054641,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,119.76,0.00,140100&20231100&1943&M1943,1,
20231100,1943,M19434,4011102,3,1311,USD,,,01,F001,00054641,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,152.24,140100&20231100&1943&M1943,1,
20231100,1946,M19460,1213201,3,1311,USD,,,01,F001,00054642,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1327.15,0.00,140100&20231100&1946&M1946,1,
20231100,1946,M19461,7032111,3,1311,USD,,,01,F001,00054642,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1278.06,140100&20231100&1946&M1946,1,
20231100,1946,M19462,1221203,3,1311,USD,,,01,F001,00054642,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,180.96,0.00,140100&20231100&1946&M1946,1,
20231100,1946,M19464,4011102,3,1311,USD,,,01,F001,00054642,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,230.05,140100&20231100&1946&M1946,1,
20231100,1948,M19480,1213201,3,1311,USD,,,01,F001,00054643,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,839.24,0.00,140100&20231100&1948&M1948,1,
20231100,1948,M19481,7032111,3,1311,USD,,,01,F001,00054643,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,808.19,140100&20231100&1948&M1948,1,
20231100,1948,M19482,1221203,3,1311,USD,,,01,F001,00054643,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,114.42,0.00,140100&20231100&1948&M1948,1,
20231100,1948,M19484,4011102,3,1311,USD,,,01,F001,00054643,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,145.47,140100&20231100&1948&M1948,1,
20231100,1949,M19490,1213201,3,1311,USD,,,01,F001,00054644,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,839.24,0.00,140100&20231100&1949&M1949,1,
20231100,1949,M19491,7032111,3,1311,USD,,,01,F001,00054644,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,808.19,140100&20231100&1949&M1949,1,
20231100,1949,M19492,1221203,3,1311,USD,,,01,F001,00054644,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,114.42,0.00,140100&20231100&1949&M1949,1,
20231100,1949,M19494,4011102,3,1311,USD,,,01,F001,00054644,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,145.47,140100&20231100&1949&M1949,1,
20231100,1950,M19500,1213201,3,1311,USD,,,01,F001,00054645,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,839.24,0.00,140100&20231100&1950&M1950,1,
20231100,1950,M19501,7032111,3,1311,USD,,,01,F001,00054645,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,808.19,140100&20231100&1950&M1950,1,
20231100,1950,M19502,1221203,3,1311,USD,,,01,F001,00054645,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,114.42,0.00,140100&20231100&1950&M1950,1,
20231100,1950,M19504,4011102,3,1311,USD,,,01,F001,00054645,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,145.47,140100&20231100&1950&M1950,1,
20231100,1951,M19510,1213201,3,1311,USD,,,01,F001,00054646,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,839.24,0.00,140100&20231100&1951&M1951,1,
20231100,1951,M19511,7032111,3,1311,USD,,,01,F001,00054646,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,808.19,140100&20231100&1951&M1951,1,
20231100,1951,M19512,1221203,3,1311,USD,,,01,F001,00054646,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,114.42,0.00,140100&20231100&1951&M1951,1,
20231100,1951,M19514,4011102,3,1311,USD,,,01,F001,00054646,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,145.47,140100&20231100&1951&M1951,1,
20231100,1952,M19520,1213201,3,1311,USD,,,01,F001,00054647,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,839.24,0.00,140100&20231100&1952&M1952,1,
20231100,1952,M19521,7032111,3,1311,USD,,,01,F001,00054647,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,808.19,140100&20231100&1952&M1952,1,
20231100,1952,M19522,1221203,3,1311,USD,,,01,F001,00054647,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,114.42,0.00,140100&20231100&1952&M1952,1,
20231100,1952,M19524,4011102,3,1311,USD,,,01,F001,00054647,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,145.47,140100&20231100&1952&M1952,1,
20231100,1953,M19530,1213201,3,1311,USD,,,01,F001,00054648,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1463.76,0.00,140100&20231100&1953&M1953,1,
20231100,1953,M19531,7032111,3,1311,USD,,,01,F001,00054648,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1409.63,140100&20231100&1953&M1953,1,
20231100,1953,M19532,1221203,3,1311,USD,,,01,F001,00054648,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,199.60,0.00,140100&20231100&1953&M1953,1,
20231100,1953,M19534,4011102,3,1311,USD,,,01,F001,00054648,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,253.73,140100&20231100&1953&M1953,1,
20231100,1954,M19540,1213201,3,1311,USD,,,01,F001,00054649,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,199.61,0.00,140100&20231100&1954&M1954,1,
20231100,1954,M19541,7032111,3,1311,USD,,,01,F001,00054649,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,169.16,140100&20231100&1954&M1954,1,
20231100,1954,M19542,4011102,3,1311,USD,,,01,F001,00054649,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,30.45,140100&20231100&1954&M1954,1,
20231100,1955,M19550,1213201,3,1311,USD,,,01,F001,00054650,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1502.78,0.00,140100&20231100&1955&M1955,1,
20231100,1955,M19551,7032111,3,1311,USD,,,01,F001,00054650,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1447.22,140100&20231100&1955&M1955,1,
20231100,1955,M19552,1221203,3,1311,USD,,,01,F001,00054650,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,204.94,0.00,140100&20231100&1955&M1955,1,
20231100,1955,M19554,4011102,3,1311,USD,,,01,F001,00054650,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,260.50,140100&20231100&1955&M1955,1,
20231100,1956,M19560,1213201,3,1311,USD,,,01,F001,00054651,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1327.15,0.00,140100&20231100&1956&M1956,1,
20231100,1956,M19561,7032111,3,1311,USD,,,01,F001,00054651,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1278.06,140100&20231100&1956&M1956,1,
20231100,1956,M19562,1221203,3,1311,USD,,,01,F001,00054651,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,180.96,0.00,140100&20231100&1956&M1956,1,
20231100,1956,M19564,4011102,3,1311,USD,,,01,F001,00054651,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,230.05,140100&20231100&1956&M1956,1,
20231100,1957,M19570,1213201,3,1311,USD,,,01,F001,00054652,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1502.78,0.00,140100&20231100&1957&M1957,1,
20231100,1957,M19571,7032111,3,1311,USD,,,01,F001,00054652,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1447.22,140100&20231100&1957&M1957,1,
20231100,1957,M19572,1221203,3,1311,USD,,,01,F001,00054652,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,204.94,0.00,140100&20231100&1957&M1957,1,
20231100,1957,M19574,4011102,3,1311,USD,,,01,F001,00054652,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,260.50,140100&20231100&1957&M1957,1,
20231100,1959,M19590,1213201,3,1311,USD,,,01,F001,00054654,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,944.60,0.00,140100&20231100&1959&M1959,1,
20231100,1959,M19591,7032111,3,1311,USD,,,01,F001,00054654,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,909.68,140100&20231100&1959&M1959,1,
20231100,1959,M19592,1221203,3,1311,USD,,,01,F001,00054654,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,128.82,0.00,140100&20231100&1959&M1959,1,
20231100,1959,M19594,4011102,3,1311,USD,,,01,F001,00054654,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,163.74,140100&20231100&1959&M1959,1,
20231100,1960,M19600,1213201,3,1311,USD,,,01,F001,00054653,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1502.78,0.00,140100&20231100&1960&M1960,1,
20231100,1960,M19601,7032111,3,1311,USD,,,01,F001,00054653,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1447.22,140100&20231100&1960&M1960,1,
20231100,1960,M19602,1221203,3,1311,USD,,,01,F001,00054653,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,204.94,0.00,140100&20231100&1960&M1960,1,
20231100,1960,M19604,4011102,3,1311,USD,,,01,F001,00054653,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,260.50,140100&20231100&1960&M1960,1,
20231100,1962,M19620,1213201,3,1311,USD,,,01,F001,00054655,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1502.78,0.00,140100&20231100&1962&M1962,1,
20231100,1962,M19621,7032111,3,1311,USD,,,01,F001,00054655,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,1447.22,140100&20231100&1962&M1962,1,
20231100,1962,M19622,1221203,3,1311,USD,,,01,F001,00054655,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,204.94,0.00,140100&20231100&1962&M1962,1,
20231100,1962,M19624,4011102,3,1311,USD,,,01,F001,00054655,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,260.50,140100&20231100&1962&M1962,1,
20231100,1963,M19630,1213201,3,1311,USD,,,01,F001,00054656,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,839.24,0.00,140100&20231100&1963&M1963,1,
20231100,1963,M19631,7032111,3,1311,USD,,,01,F001,00054656,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,808.19,140100&20231100&1963&M1963,1,
20231100,1963,M19632,1221203,3,1311,USD,,,01,F001,00054656,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,114.42,0.00,140100&20231100&1963&M1963,1,
20231100,1963,M19634,4011102,3,1311,USD,,,01,F001,00054656,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,145.47,140100&20231100&1963&M1963,1,
20231100,1965,M19650,1213201,3,1311,USD,,,01,F001,00054657,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,878.26,0.00,140100&20231100&1965&M1965,1,
20231100,1965,M19651,7032111,3,1311,USD,,,01,F001,00054657,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,845.78,140100&20231100&1965&M1965,1,
20231100,1965,M19652,1221203,3,1311,USD,,,01,F001,00054657,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,119.76,0.00,140100&20231100&1965&M1965,1,
20231100,1965,M19654,4011102,3,1311,USD,,,01,F001,00054657,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,152.24,140100&20231100&1965&M1965,1,
20231100,1966,M19660,1213201,3,1311,USD,,,01,F001,00054658,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,155.25,0.00,140100&20231100&1966&M1966,1,
20231100,1966,M19661,7032111,3,1311,USD,,,01,F001,00054658,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,131.57,140100&20231100&1966&M1966,1,
20231100,1966,M19662,4011102,3,1311,USD,,,01,F001,00054658,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,23.68,140100&20231100&1966&M1966,1,
20231100,1967,M19670,1213201,3,1311,USD,,,01,F001,00054659,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,839.24,0.00,140100&20231100&1967&M1967,1,
20231100,1967,M19671,7032111,3,1311,USD,,,01,F001,00054659,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,0.00,808.19,140100&20231100&1967&M1967,1,
20231100,1967,M19672,1221203,3,1311,USD,,,01,F001,00054659,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,114.42,0.00,140100&20231100&1967&M1967,1,
